"Source","Unit","Year","Invdate.fuels","Invdate.trees","PlotID","InvID.fuels","count.ha_Live_ABCO","count.ha_Live_CADE","count.ha_Live_LIDE","count.ha_Live_OTHER","count.ha_Live_PILA","count.ha_Live_PIPO","count.ha_Live_PSME","count.ha_Live_QUKE","count.ha_Live_(all)","count.ha_Snag_ABCO","count.ha_Snag_CADE","count.ha_Snag_LIDE","count.ha_Snag_OTHER","count.ha_Snag_PILA","count.ha_Snag_PIPO","count.ha_Snag_PSME","count.ha_Snag_QUKE","count.ha_Snag_(all)","count.ha_(all)_(all)","BA.mha.sum_Live_ABCO","BA.mha.sum_Live_CADE","BA.mha.sum_Live_LIDE","BA.mha.sum_Live_OTHER","BA.mha.sum_Live_PILA","BA.mha.sum_Live_PIPO","BA.mha.sum_Live_PSME","BA.mha.sum_Live_QUKE","BA.mha.sum_Live_(all)","BA.mha.sum_Snag_ABCO","BA.mha.sum_Snag_CADE","BA.mha.sum_Snag_LIDE","BA.mha.sum_Snag_OTHER","BA.mha.sum_Snag_PILA","BA.mha.sum_Snag_PIPO","BA.mha.sum_Snag_PSME","BA.mha.sum_Snag_QUKE","BA.mha.sum_Snag_(all)","BA.mha.sum_(all)_(all)","pBA_Live_ABCO","pBA_Live_CADE","pBA_Live_LIDE","pBA_Live_OTHER","pBA_Live_PILA","pBA_Live_PIPO","pBA_Live_PSME","pBA_Live_QUKE","pBA_Live_(all)","pBA_Snag_ABCO","pBA_Snag_CADE","pBA_Snag_LIDE","pBA_Snag_OTHER","pBA_Snag_PILA","pBA_Snag_PIPO","pBA_Snag_PSME","pBA_Snag_QUKE","pBA_Snag_(all)","pBA_(all)_(all)","pBA_ABCO_(all)","pBA_CADE_(all)","pBA_LIDE_(all)","pBA_OTHER_(all)","pBA_PILA_(all)","pBA_PIPO_(all)","pBA_PSME_(all)","pBA_QUKE_(all)","fuelload_litter_tonha","fuelload_duff_tonha","fuelload_litterduff_tonha","fuelload_1h_tonha","fuelload_10h_tonha","fuelload_100h_tonha","fuelload_1000s_tonha","fuelload_1000r_tonha","fuelload_1000h_tonha","fuelload_1.100h_tonha","fuelload_1.1000h_tonha","fuelload_total_tonha","fuelload_surface_tonha","Treatment","disturbance","Timestep","C_litter_tonha","C_duff_tonha","C_litterduff_tonha","C_1h_tonha","C_10h_tonha","C_100h_tonha","C_1000h_tonha","C_1.100h_tonha","C_1.1000h_tonha","C_surface_tonha","C_total_tonha"
"BFRS","0040",2016,2016-07-18,2016-07-18,"0040-00109",7060,24.7096614776378,0,148.257968865827,0,0,24.7096614776378,98.838645910551,0,296.515937731653,0,24.7096614776378,0,0,0,0,0,0,24.7096614776378,321.225599209291,12.9013208188004,0,7.06135122464558,0,0,23.2583365516754,51.3636362688616,0,94.584644863983,0,1.40681127628848,0,0,0,0,0,0,1.40681127628848,95.9914561402715,0.13440071999687,0,0.0735622888596136,0,0,0.242295903061291,0.535085499628262,0,0.985344411546037,0,0.0146555884539632,0,0,0,0,0,0,0.0146555884539632,1,0.13440071999687,0.0146555884539632,0.0735622888596136,0,0,0.242295903061291,0.535085499628262,0,20.451468646745,22.2691172476424,59.8659960308216,0.456280621787196,2.82217150691838,19.4485806021462,0,102.839017253404,102.839017253404,22.7270327308518,125.566049984256,168.286635878643,146.017518631001,"Control","None","Post_14",7.56704339929566,8.23957338162769,22.150418531404,0.228140310893598,1.41108575345919,9.7242903010731,51.419508626702,11.3635163654259,62.7830249921279,70.3500683914235,78.5896417730512
"BFRS","0040",2016,2016-07-21,2016-07-21,"0040-00110",7061,24.7096614776378,24.7096614776378,494.193229552755,0,0,0,98.838645910551,0,642.451198418582,24.7096614776378,0,24.7096614776378,0,0,0,0,0,49.4193229552755,691.870521373857,9.46868127174407,15.0758934644553,17.3326010511253,0,0,0,86.6766526772279,0,128.553828464552,1.0141661924116,0,1.4603993170727,0,0,0,0,0,2.4745655094843,131.028393974037,0.0722643465630838,0.115058217590934,0.132281260003536,0,0,0,0.66151045623289,0,0.981114280390442,0.00774004902031046,0,0.0111456705892471,0,0,0,0,0,0.0188857196095575,1,0.0800043955833942,0.115058217590934,0.143426930592783,0,0,0,0.66151045623289,0,32.5537034090616,17.3458336967,70.5723808530394,1.47829362661099,13.3062598566293,7.99098922727375,51.0132354005093,0,51.0132354005093,22.7755427105141,73.7887781110234,123.688315216785,106.342481520085,"Control","None","Post_14",12.0448702613528,6.41795846777899,26.1117809156246,0.739146813305494,6.65312992831467,3.99549461363688,25.5066177002547,11.387771355257,36.8943890555117,48.9392593168645,55.3572177846435
"BFRS","0040",2016,2016-07-22,2016-07-22,"0040-00111",7062,24.7096614776378,123.548307388189,247.096614776378,0,24.7096614776378,0,49.4193229552755,0,469.483568075117,0,0,0,0,0,0,0,0,0,469.483568075117,15.5134873956255,31.2530962904479,5.34140048573718,0,7.515472308581,0,12.2010453232253,0,71.824501803617,0,0,0,0,0,0,0,0,0,71.824501803617,0.215991576774769,0.435131403708171,0.0743673864991319,0,0.104636608954558,0,0.169873024063369,0,1,0,0,0,0,0,0,0,0,0,1,0.215991576774769,0.435131403708171,0.0743673864991319,0,0.104636608954558,0,0.169873024063369,0,21.9492768713,120.620671158612,152.410580028371,0.458372313575323,4.01245764909341,3.72138259968702,0,22.2040535960073,22.2040535960073,8.19221256235575,30.396266158363,172.966214188275,52.345543029663,"Control","None","Post_14",8.12123244238101,44.6296483286864,56.3919146104972,0.229186156787662,2.00622882454671,1.86069129984351,11.1020267980036,4.09610628117788,15.1981330791815,23.3193655215625,67.9490138502489
"BFRS","0040",2016,2016-07-15,2016-07-15,"0040-00112",7063,49.4193229552755,123.548307388189,0,0,0,0,24.7096614776378,0,197.677291821102,0,24.7096614776378,0,0,0,0,0,0,24.7096614776378,222.38695329874,14.3141419688217,22.4918272393366,0,0,0,0,11.0442698353623,0,47.8502390435206,0,6.22635439289337,0,0,0,0,0,0,6.22635439289337,54.076593436414,0.264701251672833,0.41592537195938,0,0,0,0,0.204233830822733,0,0.884860454454946,0,0.115139545545054,0,0,0,0,0,0,0.115139545545054,1,0.264701251672833,0.531064917504434,0,0,0,0,0.204233830822733,0,14.3768213710518,118.927981070243,139.064954393126,0.420375955592825,1.71120955194829,7.75683895164036,0,48.6205157679079,48.6205157679079,9.88842445918147,58.5089402270894,191.813742668384,72.8857615981412,"Control","None","Post_14",5.31942390728915,44.0033529959898,51.4540331254567,0.210187977796413,0.855604775974143,3.87841947582018,24.310257883954,4.94421222959073,29.2544701135447,34.5738940208339,78.5772470168237
"BFRS","0040",2016,2016-07-18,2016-07-18,"0040-00113",7064,148.257968865827,74.1289844329133,0,0,0,0,148.257968865827,24.7096614776378,395.354583642204,0,0,0,0,0,0,0,24.7096614776378,24.7096614776378,420.064245119842,28.6595853633351,8.40255471268423,0,0,0,0,41.9256303942954,15.8680699458612,94.855840416176,0,0,0,0,0,0,0,6.91448493530005,6.91448493530005,101.770325351476,0.281610432749977,0.0825638975179159,0,0,0,0,0.411963214714114,0.155920401070341,0.932057946052348,0,0,0,0,0,0,0,0.0679420539476517,0.0679420539476517,1,0.281610432749977,0.0825638975179159,0,0,0,0,0.411963214714114,0.223862455017993,11.7102236449789,13.3431605021253,33.7670298541999,0.211493872500914,3.93159587396706,0,17.5275318917011,8.4499666811626,25.9774985728637,4.14308974646798,30.1205883193316,55.1739724664359,41.8308119643106,"Control","None","Post_14",4.3327827486422,4.93696938578636,12.4938010460539,0.105746936250457,1.96579793698353,0,12.9887492864318,2.07154487323399,15.0602941596658,19.393076908308,24.3300462940944
"BFRS","0040",2016,2016-07-22,2016-07-22,"0040-00114",7065,98.838645910551,222.38695329874,0,0,0,0,49.4193229552755,0,370.644922164566,0,0,0,0,0,0,0,0,0,370.644922164566,8.61740769863217,43.2061091164921,0,0,0,0,1.5049725472577,0,53.328489362382,0,0,0,0,0,0,0,0,0,53.328489362382,0.161591070770343,0.810188130829931,0,0,0,0,0.0282207983997258,0,1,0,0,0,0,0,0,0,0,0,1,0.161591070770343,0.810188130829931,0,0,0,0,0.0282207983997258,0,40.5437208881334,121.812863388057,175.859252562387,0.507809422221211,0.465404264345901,6.59151705794396,0,35.2077058805739,35.2077058805739,7.56473074451107,42.772436625085,205.129020901276,83.3161575132184,"Control","None","Post_14",15.0011767286094,45.0707594535811,65.0679234480833,0.253904711110605,0.23270213217295,3.29575852897198,17.603852940287,3.78236537225553,21.3862183125425,36.3873950411519,81.458154494733
"BFRS","0040",2016,2016-07-21,2016-07-21,"0040-00115",7066,74.1289844329133,24.7096614776378,197.677291821102,0,0,0,49.4193229552755,98.838645910551,444.77390659748,0,0,24.7096614776378,0,0,0,0,0,24.7096614776378,469.483568075117,5.09950306799159,2.66888476017847,12.5998254865378,0,0,0,11.6622851842195,29.3360717753845,61.3665702743119,0,0,1.15389575669942,0,0,0,0,0,1.15389575669942,62.5204660310113,0.0815653399874234,0.0426881776417766,0.201531215079044,0,0,0,0.186535480692591,0.469223498123531,0.981543711524366,0,0,0.0184562884756339,0,0,0,0,0,0.0184562884756339,1,0.0815653399874234,0.0426881776417766,0.219987503554678,0,0,0,0.186535480692591,0.469223498123531,26.2634715991245,130.768600827439,198.132186447365,0.608854591743777,0.768267862368746,14.2941806454591,0,17.3504508993774,17.3504508993774,15.6713030995716,33.021753998949,190.053826425512,59.2852255980734,"Control","None","Post_14",9.71748449167605,48.3843823061524,73.308908985525,0.304427295871888,0.384133931184373,7.14709032272955,8.67522544968869,7.83565154978581,16.5108769994745,26.2283614911505,74.6127437973029
"BFRS","0040",2016,2016-07-21,2016-07-21,"0040-00116",7067,0,123.548307388189,0,0,0,0,74.1289844329133,247.096614776378,444.77390659748,49.4193229552755,0,0,0,0,0,0,0,49.4193229552755,494.193229552755,0,11.5089081983301,0,0,0,0,6.71127607970943,36.7111884911638,54.9313727692034,3.36803340442864,0,0,0,0,0,0,0,3.36803340442864,58.299406173632,0,0.197410384662467,0,0,0,0,0.115117400333742,0.629700899213752,0.942228684209961,0.0577713157900389,0,0,0,0,0,0,0,0.0577713157900389,1,0.0577713157900389,0.197410384662467,0,0,0,0,0.115117400333742,0.629700899213752,34.5762982466191,26.545788861948,111.132654955555,0.95087977995616,3.25147961390444,5.16054418587261,22.8322224709948,13.0112630300622,35.843485501057,9.36290357973321,45.2063890807902,106.328476189357,79.7826873274093,"Control","None","Post_14",12.7932303512491,9.82194187892077,41.1190823335553,0.47543988997808,1.62573980695222,2.58027209293631,17.9217427505285,4.68145178986661,22.6031945403951,35.3964248916442,45.2183667705649
"BFRS","0060",2016,2016-08-09,2016-08-09,"0060-00021",7068,0,74.1289844329133,0,0,0,24.7096614776378,0,24.7096614776378,123.548307388189,0,0,0,0,0,0,0,0,0,123.548307388189,0,14.9988919572537,0,0,0,13.388120591158,0,14.1352230195679,42.5222355679795,0,0,0,0,0,0,0,0,0,42.5222355679795,0,0.352730559833225,0,0,0,0.314849875890336,0,0.332419564276439,1,0,0,0,0,0,0,0,0,0,1,0,0.352730559833225,0,0,0,0.314849875890336,0,0.332419564276439,12.5282527296765,0,28.86080564353,0.798908659964988,4.40563449263027,0,0,2.08451078513682,2.08451078513682,5.20454315259526,7.28905393773208,19.8173066674086,19.8173066674086,"Burn","None","Post_14",4.6354535099803,0,10.6784980881061,0.399454329982494,2.20281724631513,0,1.04225539256841,2.60227157629763,3.64452696886604,8.27998047884634,8.27998047884634
"BFRS","0060",2016,2016-08-10,2016-08-10,"0060-00027",7069,0,148.257968865827,0,0,0,0,0,0,148.257968865827,0,24.7096614776378,0,0,0,0,0,0,24.7096614776378,172.967630343464,0,34.1556148919894,0,0,0,0,0,0,34.1556148919894,0,1.59875161863008,0,0,0,0,0,0,1.59875161863008,35.7543665106195,0,0.955285136483813,0,0,0,0,0,0,0.955285136483813,0,0.0447148635161872,0,0,0,0,0,0,0.0447148635161872,1,0,1,0,0,0,0,0,0,23.49754,48.92675,79.248,0.365223540983607,2.96945309508197,0,0,0,0,3.33467663606557,3.33467663606557,75.7589666360656,26.8322166360656,"Burn","None","Post_14",8.6940898,18.1028975,29.32176,0.182611770491803,1.48472654754098,0,0,1.66733831803279,1.66733831803279,10.3614281180328,28.4643256180328
"BFRS","0060",2016,2016-08-08,2016-08-08,"0060-00101",7070,148.257968865827,444.77390659748,0,0,0,0,49.4193229552755,0,642.451198418582,0,0,0,0,0,0,0,0,0,642.451198418582,6.52609684531724,45.6577619823701,0,0,0,0,2.11059253154102,0,54.2944513592283,0,0,0,0,0,0,0,0,0,54.2944513592283,0.120198228031418,0.840928692331462,0,0,0,0,0.03887307963712,0,1,0,0,0,0,0,0,0,0,0,1,0.120198228031418,0.840928692331462,0,0,0,0,0.03887307963712,0,10.9597652808077,33.3713340567565,47.8634357977087,0.616085771662912,1.62823725007904,0,0,0,0,2.24432302174195,2.24432302174195,46.5754223593061,13.2040883025496,"Burn","None","Post_14",4.05511315389884,12.3473936009999,17.7094712451522,0.308042885831456,0.814118625039521,0,0,1.12216151087098,1.12216151087098,5.17727466476981,17.5246682657697
"BFRS","0060",2016,2016-08-08,2016-08-08,"0060-00103",7072,0,123.548307388189,0,0,0,24.7096614776378,74.1289844329133,0,222.38695329874,0,0,0,0,0,0,0,0,0,222.38695329874,0,16.7322397063581,0,0,0,6.39500647452033,24.7282515021584,0,47.8554976830368,0,0,0,0,0,0,0,0,0,47.8554976830368,0,0.349640908912523,0,0,0,0.133631594783041,0.516727496304436,0,1,0,0,0,0,0,0,0,0,0,1,0,0.349640908912523,0,0,0,0.133631594783041,0.516727496304436,0,27.1500137275617,32.3276756975132,72.8181927285036,0.893088096070108,1.87866431585789,1.87795389512235,0,2.10882051720864,2.10882051720864,4.64970630705034,6.75852682425899,66.2362162493339,33.9085405518207,"Burn","None","Post_14",10.0455050791978,11.9612400080799,26.9427313095463,0.446544048035054,0.939332157928943,0.938976947561175,1.05441025860432,2.32485315352517,3.37926341212949,13.4247684913273,25.3860084994072
"BFRS","0060",2016,2016-08-08,2016-08-08,"0060-00104",7073,49.4193229552755,74.1289844329133,0,0,0,98.838645910551,98.838645910551,0,321.225599209291,0,0,0,0,0,0,0,0,0,321.225599209291,0.730825687050184,14.2177335776912,0,0,0,9.15378892928541,22.6686176916435,0,46.7709658856703,0,0,0,0,0,0,0,0,0,46.7709658856703,0.0156256274210085,0.303986315194899,0,0,0,0.195715199717309,0.484672857666784,0,1,0,0,0,0,0,0,0,0,0,1,0.0156256274210085,0.303986315194899,0,0,0,0.195715199717309,0.484672857666784,0,11.1387660273107,6.43001693896181,23.9921113257155,0.790471405986743,4.07316664291392,3.7285068765419,0,0,0,8.59214492544256,8.59214492544256,26.1609278917151,19.7309109527533,"Burn","None","Post_14",4.12134343010497,2.37910626741587,8.87708119051473,0.395235702993372,2.03658332145696,1.86425343827095,0,4.29607246272128,4.29607246272128,8.41741589282625,10.7965221602421
